,id,module,supermodule,dim_1,dim_2
967,AC034195.1,20,1,-2.21242349955275,-1.78360708862396
968,SUMF1,27,1,-1.38527363154127,-1.36866229086967
969,ITPR1-DT,7,1,1.76555085566805,-2.65968921094986
970,ITPR1,12,1,2.72067843762205,-3.26307930856796
971,ARL8B,10,1,-2.0184542498274,2.06150636762528
972,AC069277.1,9,1,-4.66512554499342,-1.18200995832535
973,GRM7,16,1,3.88279098656939,2.02681026548294
974,AC077690.1,11,1,3.89603728440569,3.75252566427139
975,LMCD1-AS1,11,1,3.98652857926653,4.26879773229508
976,RAD18,9,1,-4.91712587687208,-1.20775707870575
977,SRGAP3,20,1,-1.41821950289442,-2.02480378061386
978,THUMPD3-AS1,12,1,3.32152772334383,-3.1662508478746
979,SETD5,6,1,-1.1399428209944,2.60248336881546
980,IL17RE,26,1,0.806938830883961,1.40262446493057
981,IRAK2,20,1,-2.11542862269117,-2.55632378965469
982,SLC6A1,16,1,4.78982478764818,2.20876679510025
983,HRH1,7,1,1.69597572472857,-2.36733271986099
984,ATG7,13,1,1.09055072453783,-1.25051405340286
985,VGLL4,1,1,-1.43487113329603,1.09998772233872
986,SYN2,16,1,4.58757168439196,2.05346808523087
987,PPARG,2,1,-0.166172202555675,2.21192107290177
988,RPL32,4,1,-2.09463613840773,-5.82188048273178
989,NUP210,6,1,-0.796946223704357,2.89373574346451
990,LSM3,4,1,-2.2591039499922,-5.55543246179672
991,METTL6,12,1,3.0383044519739,-3.08600559145065
992,HACL1,8,1,1.10615367081926,-2.84102799802872
993,PLCL2,27,1,-1.07458132120802,-1.04024315684887
994,AC090644.1,18,1,0.0714529195146376,-0.854563605634888
995,TBC1D5,8,1,0.433223310978871,-3.29161205202194
996,KCNH8,11,1,4.42944866803454,4.15140614599137
997,AC061958.1,26,1,0.464419666798573,0.81592664808182
998,RAB5A,1,1,-2.14434927317335,1.52482280820755
999,KAT2B,8,1,0.73335999635027,-2.84279777914139
1000,SGO1-AS1,7,1,1.75649702933596,-2.66142084508987
1001,ZNF385D-AS1,2,1,-0.000534471003550863,1.91221389860062
1002,UBE2E2,7,1,1.68025821831987,-3.77591886430832
1003,UBE2E1,5,1,-0.278623517481822,-2.72077419668289
1004,RPL15,4,1,-1.99787395807936,-5.9099236956224
1005,NR1D2,5,1,-0.0757974943800157,-2.31203343778702
1006,THRB,14,1,3.29939806845949,-4.00123181253525
1007,THRB-AS1,14,1,2.61949114886091,-3.97936525255295
1008,TOP2B,3,1,-2.14306848856642,-0.824349452404697
1009,NEK10,12,1,2.38238553342388,-3.392204188405
1010,SLC4A7,5,1,0.134803358586293,-2.83087386995407
1011,RBMS3,13,1,1.02545124676989,-1.02050816327186
1012,RBMS3-AS3,5,1,-0.324846681086559,-2.066360854207
1013,TGFBR2,12,1,2.69360831764505,-3.21414365678879
1014,STT3B,1,1,-2.83587997767164,1.20559058278946
1015,OSBPL10,16,1,4.01339298871325,1.70786914914993
1016,CMTM7,1,1,-1.82163780543043,1.51056084722428
1017,CMTM6,3,1,-1.29811232897474,0.0212342509642049
1018,GLB1,1,1,-1.82543199869825,1.01839206308274
1019,UBP1,1,1,-2.44371670099928,1.73804864972977
1020,CLASP2,5,1,-0.240772183863658,-2.62680377870651
1021,PDCD6IP,1,1,-1.9388324579878,1.52951631635575
1022,ARPP21,16,1,3.88988298562334,2.53332409948258
1023,TRANK1,5,1,0.627187077076893,-1.97703757196518
1024,MLH1,12,1,3.26347297814653,-2.56482281595321
1025,AC097359.2,15,1,-0.735476668803233,-0.280390345154722
1026,GOLGA4,19,1,-2.36741560312941,2.54148254484085
1027,ITGA9,15,1,-0.773439820734996,0.248391247691195
1028,ACAA1,28,1,1.51839405682848,0.545155263842623
1029,XYLB,10,1,-1.6209523043318,2.04775390714554
1030,ACVR2B,8,1,1.12525505212114,-2.83744563966842
1031,EXOG,19,1,-2.33698671671583,2.55804238408951
1032,AC092053.5,18,1,0.321758095295888,-1.09570580035301
1033,CX3CR1,18,1,0.0929701962785536,-0.741515644489248
1034,RPSA,4,1,-1.98295753809645,-5.32215132623764
1035,MOBP,11,1,4.08824044850634,4.02801594823746
1036,RPL14,4,1,-2.01335686060621,-5.88464274316879
1037,TRAK1,10,1,-1.08527630182936,1.77772317022232
1038,VIPR1,30,1,3.18274033454226,-0.0213720431909159
1039,NKTR,27,1,-1.24687450739576,-1.04000646680446
1040,GASK1A,18,1,-0.160406764475841,-0.89963834605964
1041,SNRK,8,1,1.023830000432,-3.34256710916611
1042,ANO10,10,1,-1.28590839716627,1.90643105596451
1043,KIF15,9,1,-5.75324648234083,-1.32140173822494
1044,ZDHHC3,13,1,1.81502277043627,-0.359668814240415
1045,EXOSC7,18,1,0.421079937489491,-0.543416225014646
1046,CDCP1,32,1,1.62493026641176,2.13192877859024
1047,LIMD1,12,1,3.69981474068926,-3.64106407075973
1048,SACM1L,3,1,-2.2516028246565,0.260741330088656
1049,FYCO1,25,1,0.118067089589101,2.91517028898148
1050,CCR1,17,1,-2.7124296984358,3.20601353734879
1051,CCR5AS,15,1,-0.58349197718336,-0.680944942532499
1052,CCRL2,12,1,3.64032179501818,-3.31856598764511
1053,TMIE,4,1,-1.67785900446608,-5.8641792765245
1054,CCDC12,6,1,-0.964605983225841,3.6850675115004
1055,NBEAL2,29,1,1.62192345050142,3.13895449727921
1056,SETD2,3,1,-1.91046589228346,0.0584985384359762
1057,KLHL18,15,1,0.154589716465932,-0.184491955338438
1058,SMARCC1,10,1,-1.29990547510817,1.52677044958023
1059,AC112512.1,4,1,-2.33094137522413,-5.04047694116684
1060,DHX30,29,1,1.13752609875963,2.99474344343094
1061,MAP4,21,1,-0.581968482462901,3.02822933286576
1062,PFKFB4,25,1,1.38133579877184,3.83361468404679
1063,IMPDH2,24,1,0.103454891713124,1.34136757940201
1064,USP19,13,1,1.48458630231188,-0.215084516106565
1065,C3orf62,22,1,2.20570335176752,-0.740709610877951
1066,USP4,29,1,0.56710809853838,2.56983432859329
1067,RBM6,2,1,-0.381284888712901,2.19217429250626
1068,SEMA3F-AS1,23,1,1.55788249162005,-1.73814865261169
1069,U73169.1,21,1,-0.689227279154796,3.09824857801346
1070,DOCK3,16,1,4.16841727879808,2.38076505750565
1071,MANF,17,1,-2.81149786326124,3.42278323263077
1072,DCAF1,29,1,0.865581814320546,2.93411049932388
1073,TEX264,30,1,3.18622929242418,0.0196335086241171
1074,PCBP4,5,1,-0.916437324015636,-3.69532742410751
1075,RPL29,4,1,-1.94447248789503,-5.88726153284164
1076,ALAS1,2,1,-0.745662148921031,2.67297468274979
1077,WDR82,15,1,-0.9976236185713,0.588043666781466
1078,STAB1,21,1,-0.0727178415937608,3.38733420461563
1079,PBRM1,6,1,-1.53903358790113,2.74090132802872
1080,ITIH4,28,1,2.2180931308584,1.06473431676773
1081,CACNA1D,12,1,3.02003252890871,-3.35149469286056
1082,WNT5A,17,1,-2.72229164454176,2.89922461599259
1083,AC121764.1,19,1,-2.32690447184278,2.39755282491593
1084,ERC2,19,1,-2.33415811869337,2.55826554387955
1085,TASOR,3,1,-1.97222917887403,-0.507735066710432
1086,APPL1,10,1,-1.03887170168592,1.24570307821182
1087,ARF4,21,1,-0.627767976252574,3.73604331106095
1088,DENND6A,1,1,-2.178398307292,1.05594883054642
1089,ABHD6,16,1,4.90218812611864,2.21186552137284
1090,PXK,2,1,-0.6571695170088,2.78367171377091
1091,FHIT,8,1,0.569956604512196,-3.14621915727707
1092,PTPRG,2,1,-0.00440901133253035,2.75063810438065
1093,AC104162.2,8,1,1.45145327237413,-3.39920201212021
1094,MAGI1,8,1,1.18749827531145,-2.9565717211351
1095,LRIG1,14,1,2.78247854498194,-3.93996419817062
1096,KBTBD8,21,1,-0.666792806117076,3.62113366216568
1097,SUCLG2,1,1,-2.50239866587355,1.0446535119429
1098,SUCLG2-AS1,7,1,1.61128962424563,-2.47472836881729
1099,AC109587.1,15,1,-0.122678216425914,-0.198447846470793
1100,TMF1,3,1,-1.75525062891676,-0.312094830571134
1101,FRMD4B,2,1,-0.197160180537242,2.00180659383682
1102,MITF,23,1,0.87089330342577,-1.5281083813295
1103,FOXP1,3,1,-1.95612018915846,-1.06335122197719
1104,LINC00877,31,1,0.722447220356923,4.49487958043961
1105,RYBP,14,1,3.21777010348604,-3.60040416627975
1106,SHQ1,17,1,-2.34628885599806,3.15200362295059
1107,ROBO2,16,1,4.25471491006182,1.94057235807327
1108,ROBO1,6,1,-1.41052144381239,2.50640711873917
1109,GBE1,20,1,-2.23728292795851,-2.25745406061264
1110,LINC02008,15,1,-0.233886893717784,-0.519538574515302
1111,CADM2,11,1,4.49118906644152,3.64842829793839
1112,AC108749.1,24,1,0.366096798451405,1.59316930860428
1113,CGGBP1,7,1,2.22378006962107,-2.74392309099289
1114,EPHA3,16,1,3.41919672873781,1.67880163282303
1115,PROS1,17,1,-2.83455198618605,2.38553152173905
1116,ARL13B,10,1,-1.44822519633009,1.3272417554274
1117,NSUN3,1,1,-1.74115722986891,1.10828313917069
1118,EPHA6,16,1,3.94216984895037,1.79751167386917
1119,AC110491.3,18,1,0.12675291684435,-1.32866647153946
1120,RIOX2,6,1,-1.41383045527174,3.26548132985977
1121,AC021660.4,12,1,2.48803487571866,-3.54498186021896
1122,ST3GAL6-AS1,14,1,2.70033644524382,-4.05473413377853
1123,ST3GAL6,8,1,0.547389570744496,-3.14595904260727
1124,CMSS1,17,1,-2.4160053095503,3.11231503576187
1125,FILIP1L,15,1,-0.0905196032209581,-0.295008741913755
1126,ADGRG7,16,1,4.09832257417009,1.46049103826431
1127,TFG,1,1,-2.36771362635328,0.898959494532625
1128,IMPG2,14,1,3.28443271306322,-3.65500917345138
1129,SENP7,3,1,-2.39695518824293,-0.0879683127984598
1130,RPL24,4,1,-1.83812969538404,-5.89948191553207
1131,NFKBIZ,25,1,0.186545673878651,3.29710421651749
1132,LINC02085,1,1,-1.48905366274549,1.03497192949204
1133,ALCAM,2,1,-0.722294505564708,1.84982643216995
1134,LINC00882,16,1,4.37929362443255,2.20334110349564
1135,BBX,8,1,0.536292497189503,-3.26989617258163
1136,CD47,3,1,-1.6319796404524,-1.21640118270965
1137,CIP2A,9,1,-5.27916782709791,-1.28902678996177
1138,MORC1,29,1,2.24200888362692,3.24031434148697
1139,NECTIN3,12,1,3.01563102391527,-2.83648517042251
1140,TAGLN3,28,1,2.4077848308997,1.18574605077652
1141,ATG3,3,1,-2.22718304011061,-0.0132334461793497
1142,NEPRO,30,1,3.15326244023607,0.0915691027059957
1143,USF3,12,1,3.17432994035051,-2.86380495935531
1144,NAA50,12,1,3.26759988454149,-3.32594814210983
1145,ZBTB20,5,1,0.0421960988359267,-2.71317961126419
1146,LSAMP,16,1,3.79810339597033,1.98682842344193
1147,AC092691.1,16,1,3.89175373700426,1.78280387014298
1148,B4GALT4,13,1,1.00370592263506,-1.03420791834446
1149,ARHGAP31,17,1,-2.68160360666944,2.6155673035994
1150,TMEM39A,10,1,-1.69519298884108,2.44503793805985
1151,GSK3B,1,1,-2.3740450701399,0.981532908381502
1152,NDUFB4,8,1,1.38813370850847,-3.23992028146835
1153,STXBP5L,16,1,3.95738882211016,1.64614257902054
1154,POLQ,9,1,-5.55720442148878,-1.43222149520965
1155,HCLS1,7,1,2.22288725164698,-2.27772405057998
1156,GOLGB1,8,1,0.7108804622011,-2.96701016336532
1157,IQCB1,19,1,-2.34551924082472,2.77325306028275
1158,EAF2,8,1,0.361428085835438,-3.222690724431
1159,SLC15A2,7,1,1.80999100592897,-2.50516810327621
1160,CD86,8,1,1.01727265504168,-2.66106858163925
1161,CASR,14,1,2.82328838494585,-4.12906589418503
1162,FAM162A,20,1,-2.15904491755201,-1.80425848871322
1163,KPNA1,6,1,-1.52694767328932,2.63935933202652
1164,PARP9,19,1,-1.98979013773634,2.90319595426468
1165,PARP14,15,1,-0.859228785960216,-0.123259269295652
1166,HSPBAP1,5,1,-0.0999190172834581,-2.59459998518081
1167,SLC49A4,5,1,-0.291731770960826,-2.30435063749405
1168,PDIA5,17,1,-2.32046621653273,3.23650345891861
1169,AC112503.2,23,1,1.40824813035296,-2.36896243005844
1170,HACD2,7,1,2.24297356990145,-2.03723182588669
1171,CCDC14,3,1,-3.38535755488111,-0.824094623921831
1172,KALRN,16,1,4.50644308713244,2.03679666608719
1173,HEG1,21,1,-0.293983396021861,3.10655651182083
1174,ZNF148,3,1,-2.18618601175978,-0.175501786766966
1175,SNX4,1,1,-2.10298841807081,1.39953265279679
1176,CHCHD6,19,1,-1.89853876444532,2.51411805242447
1177,PLXNA1,2,1,0.432687346013051,2.11550388425736
1178,LINC01471,2,1,-0.596240933863658,2.66068348974137
1179,MCM2,9,1,-4.82685821863844,-1.25801610261055
1180,MGLL,13,1,0.662119571240407,-0.572029851971586
1181,KBTBD12,18,1,0.242988649876576,-0.688733943401296
1182,SEC61A1,25,1,0.0768905320482069,3.32169089406876
1183,EEFSEC,19,1,-2.39960211130812,1.95585904210953
1184,RAB7A,6,1,-1.34691518160536,3.02247390836624
1185,H1FX,13,1,1.34208637860582,0.196643806399386
1186,MBD4,25,1,0.14394075063036,3.0373042592421
1187,PLXND1,2,1,0.376282278569203,2.12660822957901
1188,TMCC1,10,1,-1.68386000010206,1.87686810583023
1189,AC083799.1,1,1,-2.07798593851759,1.07244119733719
1190,PIK3R4,1,1,-2.4710819086714,1.6484669217482
1191,ATP2C1,7,1,2.21312126901911,-3.76093830972763
1192,AC055733.2,14,1,2.67143339303301,-4.07572522073837
1193,AC010210.1,26,1,0.552245799572926,0.811275340022127
1194,MRPL3,17,1,-2.71164768549635,2.69945964902786
1195,ACPP,10,1,-1.315441068141,2.13561925977616
1196,DNAJC13,1,1,-2.35033911081984,1.21893749326615
1197,ACAD11,1,1,-2.48228710505201,0.596003032626192
1198,TMEM108,16,1,4.49028045323656,2.00546345800308
1199,CDV3,2,1,-0.294800456492442,2.67228303045181
1200,TOPBP1,9,1,-5.03128403040602,-1.0449594190702
1201,TF,11,1,4.79105741170214,3.92971549123673
1202,RYK,3,1,-2.00561493250563,-0.272774361668547
1203,CEP63,1,1,-1.64609735819532,0.961192465724032
1204,AC092969.1,20,1,-2.17758196207716,-2.0894549122438
1205,PPP2R3A,11,1,4.28446692612932,3.56467518896012
1206,MSL2,10,1,-1.64562767359449,1.65854296773819
1207,STAG1,17,1,-2.61757725092604,2.43353638738541
1208,NCK1-DT,5,1,-0.523821528880138,-1.89757242113205
1209,ARMC8,1,1,-1.61749571177198,1.1046631106749
1210,PIK3CB,1,1,-2.46741932245924,1.21345028966812
1211,COPB2,10,1,-1.59928482386305,1.30953941434769
1212,RBP1,15,1,-0.547723468272228,-0.319169663487394
1213,SLC25A36,27,1,-1.36572545382215,-1.8107084861383
1214,ZBTB38,22,1,1.74041474250124,-1.2844411364183
1215,RASA2,1,1,-2.03184002253248,1.42527852147965
1216,TFDP2,5,1,0.0549634137468153,-2.63473715692612
1217,XRN1,3,1,-1.95264023157789,-0.644502379594763
1218,ATR,6,1,-1.61662834498121,3.15466485113053
1219,PLS1,8,1,0.755154553921681,-2.92840781122299
1220,TRPC1,5,1,-0.161641295878429,-2.27271952539535
1221,U2SURP,3,1,-2.22814291331007,0.261119104327242
1222,SLC9A9,3,1,-1.89623277994825,0.0685514578237936
1223,PLSCR1,1,1,-2.46582525583937,1.70786652654556
1224,HPS3,5,1,-0.0753330549879259,-2.55590929895492
1225,ANKUB1,18,1,-0.0588571390791124,-0.97990138888212
1226,RNF13,5,1,-0.28090113016798,-2.93076791673752
1227,AC117386.2,20,1,-2.00075834604933,-2.36896541029068
1228,TSC22D2,5,1,-0.881350215403575,-2.32450725942703
1229,EIF2A,17,1,-2.74717110010817,3.03265557378678
1230,SIAH2,26,1,1.41663259652422,1.11014113515763
1231,MED12L,18,1,-0.0409328303022569,-0.999174632726629
1232,P2RY14,23,1,0.889596525700551,-1.55619492441269
1233,P2RY13,18,1,-0.255592521159191,-1.10590750783535
1234,P2RY12,18,1,0.270429197819691,-0.968696177600344
1235,AC108718.1,5,1,-0.57312672945692,-2.03216042429062
1236,MBNL1,8,1,0.277253452809315,-3.24343767076584
1237,P2RY1,14,1,2.70239627745913,-3.91640319734665
1238,DHX36,10,1,-1.74024933191969,1.87271866887955
1239,SLC33A1,19,1,-2.21834343287184,2.45900378316788
1240,LEKR1,30,1,2.60380675283239,0.431148744524996
1241,CCNL1,19,1,-2.59075945231153,2.16059694379715
1242,VEPH1,15,1,-0.694325383631725,-0.262729012070616
1243,RSRC1,3,1,-2.65333574625685,0.166592813433687
1244,GFM1,10,1,-1.6144506296797,1.88008365720658
1245,MFSD1,8,1,1.36666530755327,-3.30932679086777
1246,AC080013.3,13,1,0.959501806767445,-0.0336226454362467
1247,IQCJ-SCHIP1,16,1,4.58923703816698,2.07049808591751
1248,SMC4,9,1,-5.64552896830275,-1.35041385203453
1249,TRIM59,9,1,-5.58828943583204,-1.22707136779877
1250,NMD3,19,1,-2.07558458658888,2.33308301061539
1251,PDCD10,1,1,-2.58150881144239,1.50389418691544
1252,GOLIM4,10,1,-1.7496520838423,2.20474062055496
1253,SKIL,1,1,-2.381429847209,0.870907760561983
1254,SLC7A14-AS1,11,1,4.39939636376665,4.17207512945084
1255,PLD1,5,1,0.120582167180043,-2.62023355871292
1256,FNDC3B,6,1,-1.27738898607923,2.96330580800919
1257,TNFSF10,15,1,-0.770224030940074,-0.0137376418695048
1258,ECT2,9,1,-5.47111814829542,-1.273182444869
1259,NLGN1,11,1,4.47070783761309,3.64755759328751
1260,NAALADL2,27,1,-0.865581449000377,-1.62746920496078
1261,TBL1XR1,1,1,-2.6703736147566,0.522724486292879
1262,LINC00578,13,1,1.06845170644091,-1.10598837643715
1263,KCNMB2-AS1,1,1,-2.06763428065016,1.89765606016068
1264,ZMAT3,24,1,-0.436528619257945,0.630936361254732
1265,PIK3CA,8,1,0.428686682255726,-3.13867678552719
1266,GNB4,27,1,-0.676993068186778,-1.92945697218033
1267,PEX5L,11,1,4.38337999966906,4.06860623449234
1268,AC092939.1,11,1,4.02945596364306,4.0386937627211
1269,FXR1,14,1,2.9438909926729,-3.85810675531479
1270,SOX2-OT,11,1,4.61161119130419,3.97595677465347
1271,ATP11B,3,1,-2.37128895136549,-0.470701300202329
1272,MCCC1,5,1,0.093609634907704,-2.62920465379806
1273,MCF2L2,18,1,-0.385874923197765,-1.22877790838333
1274,B3GNT5,5,1,0.343361679585438,-2.15796806722732
1275,KLHL6,7,1,2.02015939739512,-3.16760649591537
1276,KLHL24,8,1,0.822536055119496,-2.72943606287094
1277,YEATS2,1,1,-2.47431724878981,0.489065862597506
1278,ABCC5,7,1,2.3565351107435,-2.32720973402115
1279,AP2M1,13,1,1.29953164246843,-1.16576492100807
1280,EIF4G1,31,1,0.531439367802601,4.24423585027603
1281,CLCN2,20,1,-1.27490943285658,-2.39856567293258
1282,AC107294.2,15,1,0.444713417561513,0.0935950645819112
1283,VPS8,8,1,0.66881400731371,-3.12936582475754
1284,C3orf70,3,1,-1.2522737345381,-0.0119545093164042
1285,MAP3K13,4,1,-1.68418806406691,-5.23956360727402
1286,TRA2B,12,1,3.42232031014727,-3.49619688898178
1287,ETV5,24,1,-0.477076705424327,1.01755843252091
1288,DGKG,16,1,3.6482139268236,1.94572625249771
1289,DNAJB11,17,1,-2.8207871279402,2.98788008779434
1290,EIF4A2,19,1,-2.24865930887892,2.6321106919661
1291,ST6GAL1,13,1,0.696531716855031,-0.474656455813368
1292,SST,24,1,0.289893929036122,1.13764748662857
1293,BCL6,2,1,-0.710929091898937,2.8718019494429
1294,LPP,19,1,-1.90721910807325,2.39454660505203
1295,TPRG1-AS1,9,1,-5.74204462382032,-1.13815101295563
1296,TPRG1,2,1,-0.374150212733287,2.38256750196366
1297,TP63,27,1,-0.584573920695323,-1.45272716194244
1298,P3H2,18,1,-0.108070310084361,-1.64288839012237
1299,IL1RAP,17,1,-2.87492531153395,2.26955089658646
1300,CCDC50,5,1,0.235686365635853,-2.97969260126205
1301,FGF12,16,1,4.0062940755205,1.87218508809952
1302,MB21D2,24,1,-0.179531510798473,1.20129475683121
1303,OPA1,6,1,-1.19128888460829,2.53633198827652
1304,ATP13A3,1,1,-2.7705261072798,1.48669133275894
1305,LSG1,6,1,-1.32548874232008,3.59085688680557
1306,XXYLT1,19,1,-2.22424524637892,2.7341385850325
1307,ACAP2,1,1,-2.51658981653883,1.1264987954512
1308,PPP1R2,22,1,1.59394270566271,-0.884386360308547
1309,TFRC,24,1,-0.0536419710798448,1.33577475637345
1310,ZDHHC19,4,1,-1.34337776514723,-5.57172884851547
1311,SLC51A,15,1,-0.402041133372325,0.157663441599886
1312,PCYT1A,21,1,-0.885929759470958,3.44527468770889
1313,UBXN7,8,1,1.12800974038408,-2.98917951494308
1314,PIGX,21,1,-0.130762036768932,3.44780001729874
1315,CEP19,6,1,-0.941215928523082,3.37586531728653
1316,PAK2,19,1,-1.77324598643019,2.68048081487564
1317,SENP5,25,1,0.222980801136952,2.76480422109513
1318,DLG1,3,1,-2.24279802653028,0.352749682368319
1319,LRCH3,15,1,0.296699587376576,-0.214092516003568
1320,RPL35A,4,1,-1.80581587168409,-6.04995121866318
1321,ZNF595,18,1,-0.406391080348033,-1.17387821584793
1322,ZNF718,27,1,-1.32107966753675,-1.00502836018654
1323,ZNF732,5,1,0.0962820687608534,-2.08715023904892
1324,ZNF721,24,1,-0.100789245097179,0.729149557055514
1325,PIGG,2,1,-0.688519414393443,2.03322825521378
1326,ATP5ME,4,1,-1.77451389643385,-5.45262064844223
1327,PCGF3,29,1,0.925319615872365,2.46959815114884
1328,AC139887.4,15,1,-0.576909001795787,-0.41069962888809
1329,AC139887.2,21,1,-0.73603742930128,3.44740042776016
1330,GAK,23,1,1.30858391907976,-1.48744841724487
1331,RNF212,13,1,1.1687946954088,0.032770670355837
1332,AC092535.4,26,1,0.943464581044179,1.12699208349137
1333,AC092535.5,1,1,-2.50611131998732,1.51276455015091
1334,UVSSA,27,1,-0.991186078516979,-1.49675466924759
1335,SLBP,14,1,3.40193605807589,-4.03181209474655
1336,LETM1,24,1,0.293706957371693,1.45868597120194
1337,NSD2,9,1,-5.58002012583448,-1.34107612877937
1338,MXD4,23,1,1.63471627620028,-1.77949055343719
1339,ZFYVE28,11,1,3.8257029691057,3.21073851674942
1340,FAM193A,29,1,0.709186378987294,2.30948720067887
1341,SH3BP2,29,1,0.581060711415272,2.28184852689652
1342,ADD1,22,1,1.90163320687578,-0.758789264260252
1343,HTT,6,1,-1.71688717219068,3.29958663076309
1344,RGS12,22,1,1.67415166285799,-1.33903475910278
1345,STX18,10,1,-1.89443605753614,1.85501728147415
1346,STK32B,8,1,0.709472004445058,-3.3618771067247
1347,KIAA0232,6,1,-1.14855306956007,3.02066812604813
1348,TBC1D14,19,1,-1.85136669489576,2.47313246816544
1349,CCDC96,2,1,-0.475326236216564,2.33370552152542
1350,SORCS2,25,1,1.38880855229662,3.8107303151503
1351,AFAP1,3,1,-1.23246496531202,0.176100588740389
1352,SH3TC1,26,1,0.372490231068593,1.84451828092484
1353,ACOX3,29,1,1.71338451293276,3.16882739156632
1354,AC105345.1,12,1,3.64516634133623,-3.01605143457504
1355,SLC2A9,8,1,1.12061781075762,-2.73455943971725
1356,HS3ST1,14,1,2.87386218097971,-4.15237202554794
1357,AC006230.1,5,1,0.378379646809559,-2.21454896837326
1358,AC025539.1,18,1,0.30110890057848,-1.43359657436462
1359,AC005699.1,27,1,-0.768082316844005,-1.44146909624191
1360,CPEB2,5,1,-0.487440999476451,-2.50384416490646
1361,FBXL5,6,1,-1.72235554072096,3.01145181745438
1362,TAPT1-AS1,8,1,1.21164507058428,-2.50059833437057
1363,AC097515.1,26,1,0.796878043683034,1.55008897870926
1364,QDPR,11,1,4.77493507054613,3.99623189062027
1365,LAP3,10,1,-1.75663202616407,2.40025339216141
1366,AC006160.1,15,1,-0.0870491823835557,-0.0534670582398966
1367,MED28,7,1,1.8103426137285,-2.78807237058731
1368,NCAPG,9,1,-5.73233812662794,-1.39715512901397
1369,LCORL,8,1,0.750386778386098,-3.33704366594406
1370,SLIT2,11,1,5.01609522488878,3.71858487218765
1371,PACRGL,15,1,-1.10886138292982,0.251580573023836
1372,KCNIP4,16,1,4.30972379830645,1.95007906049637
1373,AC096576.2,29,1,1.07721335080431,2.35390005201248
1374,DHX15,1,1,-2.56077354761793,1.27852807134537
1375,PI4K2B,27,1,-0.935242827860851,-0.952544265089948
1376,RBPJ,10,1,-1.46941750857069,1.71847090810684
1377,AC093791.2,15,1,-0.688789065806407,-0.573875241576155
1378,PCDH7,16,1,4.02231449273394,1.94920215696243
1379,LINC02506,27,1,-1.39475005480482,-1.8701544633493
1380,ARAP2,1,1,-2.20495670649244,1.31005630582718
1381,C4orf19,5,1,0.201189581425648,-1.80210193306061
1382,RELL1,3,1,-2.22989672037794,-0.672616951762159
1383,TBC1D1,8,1,1.1993077435808,-3.31446542650314
1384,LINC02513,2,1,-0.751109536616344,2.51300225347428
1385,KLF3-AS1,16,1,4.5480421223955,2.33590946287064
1386,KLF3,6,1,-1.21961658808424,2.81077466100601
1387,TLR10,10,1,-2.03842466685011,2.0381518372908
1388,TLR1,2,1,-1.08753245684339,2.17902598470596
1389,FAM114A1,6,1,-1.04119866701796,3.44931826681046
1390,TMEM156,5,1,-0.593779738871593,-2.12822809129806
1391,KLHL5,10,1,-1.56190746638014,2.47504601568131
1392,AC079921.1,18,1,-0.373539622752208,-0.952597819863279
1393,RFC1,1,1,-2.2868778071089,1.65188202947525
1394,RPL9,4,1,-2.16663330408766,-5.84859385400863
1395,UBE2K,10,1,-1.83281629893019,1.92281756490616
1396,PDS5A,12,1,2.45263062802122,-3.17167272478195
1397,RBM47,2,1,0.199499432118397,2.19606075376419
1398,NSUN7,23,1,1.2847033181505,-1.6315988531694
1399,APBB2,11,1,4.04618913319872,4.1937778958693
1400,LIMCH1,11,1,4.44823605206774,4.04331097692398
1401,SLC30A9,1,1,-1.68474834772779,1.56508359998612
1402,AC111006.1,14,1,3.62791294244097,-3.92278613954635
1403,ATP8A1,11,1,4.03162867215441,3.65071711629776
1404,KCTD8,11,1,4.07451278355883,3.95919451803116
1405,GABRA4,11,1,5.11268812802599,3.72066197484879
1406,ATP10D,7,1,2.07898998645113,-3.46664800554367
1407,CNGA1,29,1,1.65828848269747,3.34316144079117
1408,FRYL,3,1,-2.19613617274,-0.111924015580137
1409,OCIAD1,12,1,2.81610221055315,-3.27235426813217
1410,SCFD2,17,1,-2.05058258387281,3.31481728643326
1411,FIP1L1,1,1,-2.50870912882521,0.50859592050461
1412,CHIC2,5,1,0.00255996373460832,-2.91158857256027
1413,TMEM165,19,1,-1.73996704432203,2.63226828664688
1414,CLOCK,7,1,2.14496317890451,-3.46364488512131
1415,EXOC1,3,1,-1.8306953272505,0.068281985224764
1416,KIAA1211,23,1,1.27224094060228,-1.63621773630234
1417,AASDH,1,1,-2.13183325144484,1.35758433431534
1418,SRP72,10,1,-1.59518926951124,2.47925338834671
1419,HOPX,4,1,-1.40991109224989,-5.38969006448837
1420,AC017091.1,27,1,-0.693763192622203,-1.23877783924194
1421,ADGRL3,11,1,4.4404787459688,3.61811385244278
1422,LINC02232,5,1,-0.40460341784193,-2.26847710519882
1423,YTHDC1,8,1,0.808843556912404,-3.25834383874985
1424,RUFY3,10,1,-1.20359938952162,1.71670494169144
1425,ANKRD17,1,1,-2.84254091593458,1.73646531194596
1426,AC053527.2,27,1,-1.10341780993177,-1.34684836178871
1427,RCHY1,1,1,-1.18330019327833,0.89887867063431
1428,G3BP2,19,1,-2.40379970881178,1.88986144155411
1429,USO1,17,1,-2.34817140909864,2.9456032285109
1430,SDAD1,17,1,-2.04926651331617,3.19149813741593
